,id,sugar to flour ratio,sugar index,bake temp,chill time,calories,density,pH,grams baking soda,bake time,quality,butter type,weight,diameter,mixins,crunch factor,aesthetic appeal
2681,2682,0.33,1.7,350,47.0,136.0,0.99,8.26,0.4,12.6,9,melted,13.8,7,chocolate,1.98,3
2682,2683,0.34,13.7,440,66.0,184.0,0.99976,8.22,0.75,8.9,7,melted,15.6,7,chocolate,1.31,3
2683,2684,0.45,10.6,320,56.0,212.0,0.997,8.22,0.59,9.5,8,melted,13.4,7,raisins,1.54,3
2684,2685,0.82,1.3,1490,70.0,109.0,0.99304,7.93,0.42,9.2,8,melted,14.4,7,chocolate,1.3,3
2685,2686,0.22,2.4,300,19.0,135.0,0.9894,8.41,0.78,13.9,9,melted,11.8,7,raisins,1.51,3
2686,2687,0.08,1.9,590,20.0,31.0,0.99484,8.5,0.64,10.2,6,cubed,10.8,7,"nuts,raisins",1.97,3
2687,2688,0.41,2.1,540,24.0,166.0,0.9948,8.48,0.62,10.5,8,melted,14.2,7,chocolate,1.07,3
2688,2689,0.28,1.8,280,39.0,132.0,0.99182,8.34,0.46,11.4,7,melted,13.2,7,chocolate,1.69,3
2689,2690,0.35,5.7,430,47.0,197.0,0.99392,8.24,0.5,10.1,8,melted,13.0,7,chocolate,1.34,3
2690,2691,0.4,1.3,440,25.0,50.0,0.99478,8.2,0.83,10.9,6,cubed,18.0,7,raisins,1.28,3
2691,2692,0.74,1.0,440,18.0,132.0,0.992,8.13,0.55,10.2,7,melted,13.8,7,raisins,1.2,3
2692,2693,0.5,16.4,480,36.0,182.0,0.99904,8.02,0.49,8.8,8,melted,13.0,7,chocolate,1.58,3
2693,2694,0.45,11.2,540,56.0,137.0,0.997,8.15,0.47,10.0,7,melted,15.2,7,"chocolate, oats",1.45,3
2694,2695,0.28,1.7,410,53.0,161.0,0.99207,8.13,0.45,10.2,8,melted,13.2,7,"chocolate, oats",1.76,3
2695,2696,0.38,6.1,670,20.0,90.0,0.99496,8.17,0.79,9.7,7,melted,14.4,7,chocolate,1.13,3
2696,2697,0.43,1.6,500,4.0,65.0,0.99346,8.27,0.47,10.7,7,melted,13.6,7,raisins,1.69,3
2697,2698,0.02,1.9,610,26.0,42.0,0.99489,8.39,0.82,10.9,6,cubed,13.4,7,"nuts, oats, chocolate",1.8,3
2698,2699,0.26,2.2,210,31.0,119.0,0.98919,8.55,0.49,13.0,10,melted,11.0,7,raisins,1.75,3
2699,2700,0.4,3.6,1100,12.0,24.0,0.99549,8.23,0.7,12.0,7,cubed,17.8,7,raisins,1.51,3
2700,2701,0.27,1.9,580,18.0,38.0,0.99518,8.16,0.85,11.1,6,cubed,17.0,7,"nuts, chocolate",1.44,3
2701,2702,0.32,0.95,410,23.0,131.0,0.99033,8.25,0.35,11.8,7,melted,12.8,7,chocolate,1.85,3
2702,2703,0.05,0.8,380,11.0,30.0,0.9924,8.36,0.35,9.2,7,melted,11.6,7,chocolate,1.98,3
2703,2704,0.2,11.5,490,44.0,157.0,0.998,8.27,0.44,9.0,7,melted,14.8,7,"nuts, chocolate",1.68,3
2704,2705,0.47,2.1,770,5.0,11.0,0.9958,8.33,0.53,10.3,6,cubed,14.6,7,raisins,1.13,3
2705,2706,0.3,0.9,450,16.0,109.0,0.99249,7.95,0.39,10.1,7,melted,17.2,7,raisins,1.91,3
2706,2707,0.39,7.5,400,57.0,213.0,0.99475,8.32,0.43,10.0,7,melted,12.8,7,raisins,1.14,3
2707,2708,0.26,7.2,480,52.0,207.0,0.99587,8.12,0.37,9.2,7,melted,14.6,7,chocolate,1.85,3
2708,2709,0.6,1.85,480,13.0,106.0,0.99331,8.24,0.49,11.85,7,melted,15.8,7,raisins,1.17,3
2709,2710,0.28,8.5,470,54.0,210.0,0.9962,8.09,0.54,8.9,6,melted,13.0,7,chocolate,1.96,3
2710,2711,0.3,13.7,560,33.0,168.0,0.99825,7.9,0.44,8.7,9,melted,14.8,7,"chocolate, oats",1.92,3
2711,2712,0.51,13.6,500,40.0,168.0,0.9976,8.07,0.52,9.6,9,melted,14.0,7,raisins,1.67,3
2712,2713,0.23,6.2,420,15.0,93.0,0.9948,7.89,0.34,10.1,8,melted,18.4,7,"nuts, oats",1.34,3
2713,2714,0.36,13.1,560,72.0,163.0,1.0,8.42,0.35,9.1,8,melted,14.8,7,"chocolate, oats",1.7,3
2714,2715,0.57,15.0,520,35.0,256.0,1.0001,7.93,0.64,8.6,7,melted,16.6,7,raisins,1.64,3
2715,2716,0.66,2.4,1230,3.0,8.0,0.99642,8.2,0.53,11.9,6,cubed,22.6,7,raisins,1.84,3
2716,2717,0.34,4.6,540,22.0,130.0,0.99193,8.2,0.46,12.0,9,melted,13.0,7,chocolate,1.45,3
2717,2718,0.44,7.0,500,29.0,155.0,0.9955,8.14,0.42,9.5,7,melted,13.6,7,raisins,1.47,3
2718,2719,0.31,1.7,600,34.0,110.0,0.9963,8.72,0.69,10.5,8,melted,14.6,7,chocolate,1.96,3
2719,2720,0.26,2.2,350,10.0,72.0,0.989465,8.11,0.48,12.15,8,melted,12.0,7,chocolate,1.38,3
2720,2721,0.39,2.6,820,12.0,46.0,0.9985,8.43,0.62,10.7,6,cubed,16.0,7,"nuts,raisins",1.16,3
2721,2722,0.26,2.0,800,31.0,131.0,0.99622,8.21,0.52,9.9,5,cubed,15.6,7,"nuts, oats, chocolate",1.97,3
2722,2723,0.27,4.7,310,31.0,92.0,0.9922,8.01,0.33,12.0,8,melted,17.0,7,chocolate,1.12,3
2723,2724,0.18,6.3,940,27.0,166.0,0.99474,7.9,0.49,9.5,7,melted,14.2,7,raisins,1.25,3
2724,2725,0.33,1.4,290,29.0,109.0,0.9902,8.15,0.51,12.8,9,melted,14.4,7,raisins,1.69,3
2725,2726,0.27,1.4,380,31.0,122.0,0.9927,8.15,0.46,10.3,8,melted,14.4,7,chocolate,1.98,3
2726,2727,0.36,1.8,400,24.0,187.0,0.9956,8.25,0.55,9.5,8,melted,17.2,7,"chocolate, oats",1.48,3
2727,2728,0.31,12.0,530,46.0,238.0,0.9977,8.16,0.48,8.6,7,melted,12.2,7,raisins,1.02,3
2728,2729,0.2,2.4,760,10.0,38.0,0.99735,8.31,0.64,9.4,5,cubed,16.8,7,"nuts, oats",1.15,3
2729,2730,0.28,4.9,420,51.0,180.0,0.9952,8.3,0.75,9.5,8,melted,13.2,7,chocolate,1.82,3
2730,2731,0.12,2.3,1200,25.0,36.0,0.99519,8.47,0.71,11.3,7,cubed,12.8,7,"nuts,raisins",1.74,3
2731,2732,0.32,7.9,340,17.0,81.0,0.99512,8.29,0.31,10.0,8,melted,13.4,7,"chocolate, oats",1.03,3
2732,2733,0.21,2.0,800,7.0,35.0,0.9961,8.33,0.47,9.5,5,cubed,14.6,7,raisins,1.37,3
2733,2734,0.15,8.1,460,51.0,180.0,0.9958,8.13,0.45,8.9,7,melted,13.8,7,raisins,1.37,3
2734,2735,0.3,5.4,430,41.0,149.0,0.9926,8.33,0.42,10.8,9,melted,11.6,7,chocolate,1.78,3
2735,2736,0.26,6.5,420,32.0,160.0,0.9944,8.14,0.47,10.7,7,melted,15.2,7,chocolate,1.3,3
2736,2737,0.23,16.2,550,36.0,176.0,0.9986,8.26,0.54,9.1,7,melted,12.8,7,raisins,1.63,3
2737,2738,0.29,2.2,370,37.0,102.0,0.992,8.27,0.64,11.0,9,melted,14.4,7,chocolate,1.1,3
2738,2739,0.32,2.0,620,15.0,28.0,0.9947,8.23,0.73,11.3,7,cubed,14.4,7,raisins,1.32,3
2739,2740,0.58,11.2,360,44.0,161.0,0.9977,8.06,0.41,8.9,8,melted,15.6,7,chocolate,1.07,3
2740,2741,0.1,1.4,490,29.0,118.0,0.9936,8.21,0.41,9.5,7,melted,13.6,7,raisins,1.83,3
2741,2742,0.23,1.5,330,39.0,121.0,0.9887,7.96,0.35,12.0,7,melted,11.6,7,raisins,1.07,3
2742,2743,0.11,1.4,840,8.0,24.0,0.99578,7.88,0.47,9.7,5,cubed,20.0,7,"nuts, oats, chocolate",1.49,3
2743,2744,0.3,10.2,700,44.0,179.0,0.99666,7.86,0.46,8.9,8,melted,13.4,7,chocolate,1.09,3
2744,2745,0.34,6.1,340,31.0,114.0,0.99365,8.32,0.58,10.1333,9,melted,12.2,7,"chocolate, oats",1.59,3
2745,2746,0.32,1.1,320,29.0,80.0,0.98972,8.23,0.36,12.1,8,melted,14.0,7,"chocolate, oats",1.74,3
2746,2747,0.24,4.8,410,30.0,113.0,0.99445,8.42,0.4,9.4,8,melted,10.8,7,"chocolate, oats",1.35,3
2747,2748,0.31,5.3,430,42.0,157.0,0.99455,8.35,0.47,10.5,7,melted,12.8,7,"chocolate, oats",1.05,3
2748,2749,0.56,3.1,1530,5.0,14.0,0.99476,8.21,1.03,11.6,6,cubed,15.0,7,"nuts,raisins",1.29,3
2749,2750,0.3,1.4,410,15.0,102.0,0.9929,8.26,0.53,10.4,8,melted,15.4,7,chocolate,1.16,3
2750,2751,0.17,5.1,490,26.0,82.0,0.993,8.0,0.38,9.8,8,melted,13.6,7,"chocolate, oats",1.18,3
2751,2752,0.28,7.8,520,27.0,91.0,0.99432,8.19,0.38,10.4,8,melted,10.8,7,chocolate,1.37,3
2752,2753,0.41,14.2,390,47.0,129.0,0.99678,8.28,0.72,10.3,9,melted,13.0,7,"chocolate, oats",1.92,3
2753,2754,0.19,2.4,490,42.0,166.0,0.992,8.25,0.43,10.4,8,melted,11.2,7,chocolate,1.91,3
2754,2755,0.69,2.3,780,12.0,24.0,0.9958,8.0,0.65,12.8,6,cubed,23.8,7,raisins,1.42,3
2755,2756,0.32,1.4,370,27.0,126.0,0.9918,8.19,0.62,12.0,7,melted,14.2,7,raisins,1.32,3
2756,2757,0.38,11.8,550,51.0,170.0,1.0004,8.34,0.82,8.9,8,melted,16.8,7,chocolate,1.17,3
2757,2758,0.38,1.2,740,47.0,130.0,0.99132,8.31,0.4,10.3,8,melted,9.6,7,chocolate,1.63,3
2758,2759,0.4,6.3,220,23.0,174.0,0.9922,8.54,0.5,11.6,9,melted,11.2,7,raisins,1.2,3
2759,2760,0.09,1.7,1780,10.0,89.0,0.9962,8.3,0.57,9.0,5,cubed,14.6,7,peanut butter,1.7,3
2760,2761,0.26,9.2,580,34.0,199.0,0.9972,8.14,0.55,9.3,8,melted,15.6,7,"nuts, chocolate",1.44,3
2761,2762,0.34,1.8,280,26.0,168.0,0.9911,7.99,0.48,12.1,9,melted,15.4,7,chocolate,1.41,3
2762,2763,0.49,4.3,850,6.0,47.0,1.0021,8.3,0.68,12.7,6,cubed,26.0,7,"nuts, chocolate",1.22,3
2763,2764,0.39,2.0,410,4.0,10.0,0.99386,8.27,0.71,12.5,7,cubed,16.8,7,chocolate,1.67,3
2764,2765,0.2,2.8,380,28.0,109.0,0.98968,8.23,0.47,13.4,8,melted,14.2,7,"nuts, chocolate",1.31,3
2765,2766,0.42,2.3,700,9.0,20.0,0.99426,8.38,0.77,12.7,7,cubed,16.6,7,raisins,1.58,3
2766,2767,0.31,6.3,290,41.0,131.0,0.99326,8.08,0.49,10.8,8,melted,13.8,7,chocolate,1.35,3
2767,2768,0.35,4.6,320,32.0,148.0,0.99458,8.15,0.45,11.5,9,melted,17.8,7,raisins,1.56,3
2768,2769,0.0,2.6,800,11.0,34.0,0.9976,8.44,0.53,9.5,5,cubed,16.0,7,"nuts, oats",2.0,3
2769,2770,0.16,1.8,690,11.0,25.0,0.9955,8.42,0.74,10.1,7,cubed,12.2,7,"nuts, chocolate",1.52,3
2770,2771,0.19,19.4,310,28.0,106.0,0.99704,7.97,0.4,10.55,8,melted,11.6,7,raisins,1.84,3
2771,2772,0.2,1.9,820,9.0,23.0,0.99585,8.39,0.43,9.05,4,cubed,13.8,7,"nuts, chocolate",1.16,3
2772,2773,0.37,1.6,400,31.0,101.0,0.99009,8.15,0.66,12.0,7,melted,13.2,7,chocolate,1.32,3
2773,2774,0.19,1.8,1040,12.0,47.0,0.9964,8.19,0.93,9.5,5,cubed,15.6,7,"nuts,raisins",1.55,3
2774,2775,0.06,2.6,860,20.0,44.0,0.9965,8.38,0.59,10.7,6,cubed,15.0,7,"nuts,raisins",1.01,3
2775,2776,0.29,2.3,330,14.0,82.0,0.99132,8.1,0.58,11.2,9,melted,13.8,7,"chocolate, oats",1.28,3
2776,2777,0.35,2.0,880,9.0,92.0,0.9963,8.28,0.62,9.4,5,cubed,14.2,7,"nuts, oats, chocolate",1.82,3
2777,2778,0.22,8.8,520,24.0,113.0,0.99576,8.22,0.45,9.4,7,melted,13.4,7,"nuts, chocolate",1.08,3
2778,2779,0.44,1.5,420,6.0,12.0,0.99542,8.35,0.61,10.7,5,cubed,16.2,7,raisins,1.83,3
2779,2780,0.3,14.2,560,53.0,212.5,0.999,8.14,0.46,8.9,10,melted,15.2,7,chocolate,1.61,3
2780,2781,0.55,11.95,380,22.0,111.0,0.99687,8.11,0.29,9.7,7,melted,13.8,7,raisins,1.1,3
2781,2782,0.0,2.2,790,6.0,9.0,0.9948,8.59,0.54,11.5,6,cubed,12.2,7,"nuts,raisins",1.57,3
2782,2783,0.28,5.1,390,50.0,139.0,0.99165,8.16,0.44,11.3,8,melted,11.8,7,"chocolate, oats",1.21,3
2783,2784,0.26,15.6,490,67.0,210.0,0.99907,8.06,0.68,9.5,7,melted,14.8,7,raisins,1.72,3
2784,2785,0.5,6.6,450,30.0,122.0,0.99415,8.22,0.49,9.9,8,melted,12.2,7,chocolate,1.44,3
2785,2786,0.27,1.9,480,40.0,170.0,0.9938,8.64,0.54,10.0,9,melted,12.0,7,chocolate,1.81,3
2786,2787,0.06,1.3,700,5.0,12.0,0.9942,8.17,0.48,9.8,5,cubed,14.2,7,"nuts, oats, chocolate",1.91,3
2787,2788,0.26,4.45,330,23.0,100.0,0.99117,8.17,0.52,12.7,8,melted,15.8,7,"nuts, chocolate",1.13,3
2788,2789,1.0,18.2,470,55.0,205.0,0.99965,7.96,0.43,9.6,7,melted,16.4,7,raisins,1.94,3
2789,2790,0.3,12.9,540,57.0,170.0,0.9972,8.28,0.39,9.4,7,melted,11.8,7,chocolate,1.37,3
2790,2791,0.43,6.2,650,42.0,178.0,0.99552,8.11,0.53,9.4,7,melted,13.8,7,"nuts, chocolate",1.16,3
2791,2792,0.49,1.6,450,31.0,100.0,0.9942,8.4,0.59,10.2,7,melted,14.2,7,raisins,1.88,3
2792,2793,0.51,2.0,4220,16.0,62.0,0.9979,8.03,1.17,9.0,5,cubed,17.2,7,"nuts, chocolate",1.8,3
2793,2794,0.6,2.2,1520,7.0,18.0,0.9986,8.04,1.06,9.4,5,cubed,21.2,7,raisins,1.54,3
2794,2795,0.33,7.7,480,42.0,180.0,0.9974,8.37,0.59,10.1,8,melted,15.0,7,chocolate,1.7,3
2795,2796,0.29,5.4,460,34.0,116.0,0.99224,8.24,0.41,11.4,8,melted,11.8,7,chocolate,1.43,3
2796,2797,0.36,2.1,340,26.0,172.0,0.9944,8.42,0.48,10.5,6,melted,15.2,7,raisins,1.48,3
2797,2798,0.3,5.3,500,40.0,127.0,0.9942,8.4,0.39,9.7,8,melted,13.6,7,"chocolate, oats",1.95,3
2798,2799,0.18,2.4,830,6.0,20.0,0.9963,8.29,0.6,10.2,6,cubed,15.4,7,"nuts, oats, chocolate",1.75,3
2799,2800,0.5,1.4,710,6.0,26.0,0.99791,8.07,0.6,10.4,4,cubed,24.0,7,"nuts, oats, chocolate",1.33,3
2800,2801,0.26,7.2,480,52.0,207.0,0.99587,8.12,0.37,9.2,7,melted,14.6,7,chocolate,1.32,3
2801,2802,0.0,2.4,1040,14.0,30.0,0.9966,8.52,0.55,10.7,6,cubed,13.6,7,"nuts, oats",1.97,3
2802,2803,0.27,2.3,420,19.0,120.0,0.98952,8.32,0.41,12.7,9,melted,12.0,7,raisins,1.42,3
2803,2804,0.4,2.4,520,4.0,10.0,0.99356,8.33,0.7,12.8,7,cubed,16.4,7,chocolate,1.37,3
2804,2805,0.2,3.4,460,9.0,116.0,0.9944,8.15,0.41,9.4,7,melted,15.2,7,raisins,1.11,3
2805,2806,0.02,2.2,720,31.0,92.0,0.99566,8.32,0.68,11.0667,6,cubed,14.6,7,"nuts, oats, chocolate",1.57,3
2806,2807,0.27,10.7,760,47.0,154.0,0.9967,8.05,0.38,9.0,7,melted,13.6,7,chocolate,1.89,3
2807,2808,0.37,3.1,260,29.0,93.0,0.99035,8.14,0.45,12.2,8,melted,13.6,7,chocolate,1.29,3
2808,2809,0.23,2.3,760,23.0,94.0,0.99686,8.21,0.58,9.5,6,cubed,15.8,7,"nuts,raisins",1.9,3
2809,2810,0.4,12.4,1680,29.0,190.0,0.9991,8.07,0.64,9.2,7,melted,16.0,7,"nuts, chocolate",1.63,3
2810,2811,0.66,5.8,830,7.0,42.0,1.0022,8.07,0.73,10.0,7,cubed,25.6,7,"nuts, oats, chocolate",1.31,3
2811,2812,0.37,5.5,250,31.0,105.0,0.99082,8.06,0.33,12.6,10,melted,14.2,7,chocolate,1.11,3
2812,2813,0.0,2.5,810,12.0,24.0,0.99798,8.38,0.46,9.6,4,cubed,16.2,7,"nuts, oats",1.74,3
2813,2814,0.49,9.3,300,26.0,132.0,0.994,7.99,0.32,11.0,9,melted,14.8,7,"chocolate, oats",1.38,3
2814,2815,0.29,9.7,440,33.0,98.0,0.99536,8.12,0.36,9.2,8,melted,12.0,7,"chocolate, oats",1.93,3
2815,2816,0.32,1.3,480,23.0,76.0,0.9903,7.96,0.46,12.0,8,melted,15.2,7,chocolate,1.24,3
2816,2817,0.49,4.3,850,6.0,47.0,1.0021,8.3,0.68,12.7,6,cubed,26.0,7,"nuts, chocolate",1.33,3
2817,2818,0.37,14.3,630,48.0,191.0,0.9978,7.89,0.38,9.0,8,melted,14.6,7,chocolate,1.2,3
2818,2819,0.37,1.5,280,26.0,75.0,0.9922,8.3,0.46,10.8,9,melted,14.0,7,"chocolate, oats",1.49,3
2819,2820,0.69,10.2,410,58.0,160.0,0.9977,8.06,0.45,8.6,7,melted,14.6,7,raisins,1.67,3
2820,2821,0.06,6.8,420,9.0,84.0,0.99432,8.44,0.44,10.2,7,melted,11.2,7,"nuts, oats, chocolate",1.77,3
2821,2822,0.39,2.1,550,39.0,198.0,0.9951,8.52,0.54,10.2,8,melted,14.0,7,chocolate,1.7,3
2822,2823,0.28,2.7,530,16.0,92.0,0.99372,8.18,0.56,9.3,7,melted,14.0,7,chocolate,1.57,3
2823,2824,0.01,2.1,640,31.0,43.0,0.99371,8.41,0.57,11.8,6,cubed,15.4,7,"nuts, oats",1.17,3
2824,2825,0.29,16.85,540,23.0,135.0,0.9998,8.16,0.38,9.0,8,melted,15.6,7,raisins,1.91,3
2825,2826,0.3,14.2,560,53.0,212.5,0.999,8.14,0.46,8.9,10,melted,15.2,7,chocolate,1.77,3
2826,2827,0.74,1.6,400,27.0,103.0,0.9916,8.07,0.4,10.8,9,melted,15.2,7,"chocolate, oats",1.71,3
2827,2828,0.22,2.0,470,146.5,307.5,0.9924,8.24,0.37,11.0,5,melted,14.2,7,"nuts, chocolate",1.72,3
2828,2829,0.31,9.1,360,45.0,140.0,0.99216,7.98,0.31,12.0,9,melted,14.0,7,raisins,1.81,3
2829,2830,0.22,17.8,340,16.0,116.0,0.9989,8.07,0.53,9.2,7,melted,13.6,7,chocolate,1.73,3
2830,2831,0.39,2.5,1720,63.0,158.0,0.9937,8.11,0.36,9.4,8,melted,13.4,7,chocolate,1.99,3
2831,2832,0.2,1.7,760,36.0,60.0,0.99494,8.1,0.4,9.3,5,cubed,15.0,7,"nuts, oats, chocolate",1.18,3
2832,2833,0.33,4.7,230,28.0,110.0,0.991,8.3,0.38,12.5,9,melted,12.6,7,"nuts, chocolate",1.6,3
2833,2834,0.25,17.3,460,15.0,110.0,0.99828,8.15,0.42,9.2,8,melted,13.0,7,chocolate,1.16,3
2834,2835,0.24,6.1,320,19.0,86.0,0.98934,8.04,0.26,13.4,10,melted,12.4,7,raisins,1.54,3
2835,2836,0.45,2.3,820,11.0,22.0,1.0,8.0,0.7,9.3,6,cubed,25.4,7,"nuts,raisins",1.72,3
2836,2837,0.22,11.5,360,27.0,150.0,0.99445,8.0,0.33,10.6,8,melted,12.6,7,chocolate,1.01,3
2837,2838,0.28,14.4,550,55.0,205.0,0.9986,8.12,0.38,9.0,9,melted,14.4,7,chocolate,1.89,3
2838,2839,0.01,2.4,780,17.0,32.0,0.9955,8.55,0.61,12.8,6,cubed,13.4,7,"nuts, oats",1.01,3
2839,2840,0.43,10.9,450,53.0,154.0,0.99752,8.52,0.77,10.4,8,melted,13.2,7,"chocolate, oats",1.41,3
2840,2841,0.38,4.75,330,23.0,94.0,0.991,8.42,0.42,11.8,9,melted,11.4,7,raisins,1.16,3
2841,2842,0.2,2.0,730,34.0,44.0,0.99494,8.1,0.43,9.3,5,cubed,15.0,7,"nuts,raisins",1.94,3
2842,2843,0.14,1.3,360,69.0,168.0,0.99212,8.47,0.46,10.4667,7,melted,9.8,7,raisins,1.16,3
2843,2844,0.28,14.4,550,55.0,205.0,0.9986,8.12,0.38,9.0,9,melted,14.4,7,chocolate,1.05,3
2844,2845,0.49,7.1,420,22.0,124.0,0.9944,8.14,0.41,10.8,8,melted,16.2,7,chocolate,1.94,3
2845,2846,0.0,1.7,700,7.0,17.0,0.99659,8.26,0.64,9.4,6,cubed,15.6,7,"nuts,raisins",1.77,3
2846,2847,0.49,13.0,330,37.0,158.0,0.9955,8.14,0.35,11.3,8,melted,15.6,7,"nuts, chocolate",1.17,3
2847,2848,0.37,0.9,490,36.0,109.0,0.99007,7.89,0.44,12.7,6,cubed,16.0,7,"chocolate, oats",1.86,3
2848,2849,0.57,2.0,740,27.0,65.0,0.9969,8.28,0.79,10.7,5,cubed,18.6,7,raisins,1.76,3
2849,2850,0.44,7.6,500,40.0,227.0,0.99679,8.12,0.52,9.0,7,melted,14.8,7,raisins,1.44,3
2850,2851,0.32,7.2,470,17.0,109.0,0.99498,8.42,0.44,10.4,8,melted,13.6,7,"chocolate, oats",1.7,3
2851,2852,0.26,1.1,470,42.0,119.0,0.99158,8.48,0.6,11.0,9,melted,12.4,7,chocolate,1.72,3
2852,2853,0.3,1.9,650,8.0,17.0,0.99774,8.32,0.71,10.5,6,cubed,18.2,7,"nuts,raisins",1.66,3
2853,2854,0.32,1.2,430,23.0,72.0,0.99236,8.06,0.68,10.5,7,melted,15.2,7,chocolate,1.85,3
2854,2855,0.12,2.6,920,12.0,28.0,0.9994,8.51,0.72,10.0,5,cubed,16.6,7,"nuts, oats",1.62,3
2855,2856,0.29,5.0,580,28.0,105.0,0.9946,8.52,0.44,10.2,9,melted,13.4,7,"chocolate, oats",1.59,3
2856,2857,0.66,9.1,390,26.0,159.0,0.9965,8.66,0.55,10.8,7,melted,11.6,7,chocolate,1.42,3
2857,2858,0.28,1.1,340,47.0,90.0,0.98862,8.22,0.38,12.6,8,melted,12.0,7,chocolate,1.48,3
2858,2859,0.49,8.7,280,40.0,184.0,0.9962,8.22,0.36,10.7,7,melted,14.2,7,"chocolate, peanut butter",1.19,3
2859,2860,0.34,1.6,460,27.0,154.0,0.9927,8.05,0.45,10.5,8,melted,15.6,7,chocolate,1.27,3
2860,2861,0.49,3.5,570,14.0,108.0,0.9928,8.19,0.35,11.5,8,melted,16.4,7,chocolate,1.71,3
2861,2862,0.33,9.9,320,22.0,90.0,0.99258,8.1,0.43,12.1,9,melted,12.0,7,raisins,1.63,3
2862,2863,0.42,1.5,440,6.0,114.0,0.9914,8.04,0.74,12.8,8,melted,15.2,7,"chocolate, oats",1.12,3
2863,2864,0.45,6.2,710,6.0,14.0,0.99702,8.21,0.49,11.8,7,cubed,20.0,7,"nuts, chocolate",1.11,3
2864,2865,0.39,10.2,380,60.0,149.0,0.99725,8.17,0.54,10.0,9,melted,13.4,7,chocolate,1.92,3
2865,2866,0.3,9.9,370,29.0,124.0,0.99414,8.07,0.42,10.9,8,melted,14.2,7,raisins,1.18,3
2866,2867,0.36,14.9,410,47.0,190.0,0.9982,8.08,0.31,10.0,8,melted,17.0,7,raisins,1.03,3
2867,2868,0.32,1.4,320,31.0,161.0,0.99154,7.95,0.42,10.5,7,melted,15.0,7,raisins,1.96,3
2868,2869,0.31,1.7,790,26.0,65.0,0.99716,8.46,0.62,9.5,6,cubed,15.2,7,raisins,1.05,3
2869,2870,0.06,4.0,870,27.0,61.0,0.9965,8.36,0.67,10.7,6,cubed,15.8,7,"nuts,raisins",1.9,3
2870,2871,0.3,3.9,260,36.0,105.0,0.98963,8.26,0.58,12.75,8,melted,11.6,7,chocolate,1.37,3
2871,2872,0.3,1.0,360,38.0,114.0,0.9928,8.58,0.48,9.4,7,melted,11.8,7,chocolate,1.89,3
2872,2873,0.23,3.4,1020,37.0,92.0,0.9996,8.3,0.65,10.1,5,cubed,19.2,7,"nuts,raisins",1.94,3
2873,2874,0.34,1.1,430,20.0,116.0,0.9927,8.0,0.47,10.2,8,melted,16.6,7,chocolate,1.88,3
2874,2875,0.74,12.8,760,48.0,209.0,0.9978,8.12,0.58,9.0,8,melted,12.8,7,"nuts, chocolate",1.96,3
2875,2876,0.32,10.3,410,66.0,272.0,0.9969,8.17,0.52,9.1,8,melted,14.2,7,chocolate,1.53,3
2876,2877,0.29,3.9,590,28.0,199.0,0.9961,8.54,0.59,10.3,7,melted,14.0,7,chocolate,1.8,3
2877,2878,0.32,7.0,410,38.0,118.0,0.9939,8.25,0.52,10.8,8,melted,13.6,7,chocolate,1.05,3
2878,2879,0.26,1.9,490,12.0,86.0,0.9934,8.15,0.38,9.4,7,melted,14.2,7,chocolate,1.74,3
2879,2880,0.66,3.0,930,12.0,30.0,0.9996,8.18,0.63,10.8,7,cubed,24.0,7,raisins,1.17,3
2880,2881,0.25,2.3,710,23.0,58.0,0.99633,8.42,0.97,10.6,5,cubed,12.2,7,raisins,1.38,3
2881,2882,0.27,18.2,480,52.0,168.0,0.9993,8.35,0.44,9.4,7,melted,11.8,7,chocolate,1.98,3
2882,2883,0.02,2.4,620,15.0,23.0,0.99627,8.54,0.6,11.0,6,cubed,13.2,7,"chocolate, peanut butter",1.92,3
2883,2884,0.58,2.8,960,25.0,101.0,1.00024,8.13,0.53,10.0,5,cubed,23.2,7,"nuts, chocolate",1.07,3
2884,2885,0.29,2.4,1360,15.0,93.0,0.99336,8.18,0.6,9.5,7,melted,13.2,7,raisins,1.9,3
2885,2886,0.37,14.3,630,48.0,191.0,0.9978,7.89,0.38,9.0,8,melted,14.6,7,chocolate,1.29,3
2886,2887,0.29,1.6,450,53.0,180.0,0.9936,8.34,0.68,10.5,8,melted,14.8,7,chocolate,1.39,3
2887,2888,0.31,1.1,440,25.0,96.0,0.9932,8.54,0.51,10.3,8,melted,12.8,7,"chocolate, oats",1.57,3
2888,2889,0.49,1.0,400,32.0,148.0,0.9936,8.13,0.41,10.0,8,melted,16.2,7,chocolate,1.56,3
2889,2890,0.43,1.4,760,12.0,21.0,0.99551,8.21,0.75,10.2,6,cubed,17.6,7,"nuts, chocolate",1.56,3
2890,2891,0.26,13.1,500,59.0,150.0,0.99772,8.31,0.46,9.0,7,melted,12.4,7,chocolate,1.16,3
2891,2892,0.3,2.0,850,6.0,39.0,0.99346,8.33,0.46,11.9,6,cubed,14.0,7,"nuts, chocolate",1.36,3
2892,2893,0.68,1.5,500,31.0,156.0,0.9946,8.32,0.64,9.4,8,melted,14.6,7,"chocolate, oats",1.64,3
2893,2894,0.36,20.7,450,45.0,170.0,1.001,8.0,0.45,8.8,8,melted,14.0,7,chocolate,1.74,3
2894,2895,0.09,3.9,680,15.0,29.0,0.99524,8.41,0.52,11.1,4,cubed,13.6,7,"nuts, oats, chocolate",1.04,3
